"1.52","1.12",1
"1.52","1.35",2
"1.52","1.41",1
"1.51","1.54",3
"1.53","1",4
"1.52","1.44",4
"1.52","0.65",2
"1.52","1.28",1
"1.52","2.68",5
"1.52","1.3",4
"1.52","1.49",4
"1.52","1.16",4
"1.52","0.79",1
"1.52","0.58",2
"1.52","1.76",2
"1.52","1.71",4
"1.52","2",5
"1.52","1.49",4
"1.52","1.76",6
"1.52","1.43",4
"1.52","0.87",1
"1.52","1.88",4
"1.52","1.11",4
"1.52","1.19",1
"1.52","2.17",6
"1.52","1.47",4
"1.52","1.9",4
"1.52","1.98",5
"1.52","1.48",4
"1.52","1.34",2
"1.52","1.64",4
"1.52","1.54",2
"1.51","0.34",3
"1.52","1.54",4
"1.52","1.36",1
"1.52","1.56",1
"1.52","1.62",1
"1.52","1.63",4
"1.52","1.44",4
"1.51","2.08",4
"1.52","1.35",1
"1.52","1.08",4
"1.52","1.54",4
"1.52","1.47",4
"1.52","0.75",2
"1.52","1.2",1
"1.52","3.5",6
"1.52","1.29",1
"1.52","1.28",1
"1.52","1.15",4
"1.52","1.38",1
"1.52","1.07",4
"1.52","1.14",1
"1.52","1.52",4
"1.52","2.74",5
"1.52","1.69",1
"1.52","2.06",5
"1.52","1.12",1
"1.52","1.11",2
"1.52","1.33",4
"1.52","1.27",4
"1.52","1.11",1
"1.52","1.21",1
"1.52","0.47",1
"1.52","0.51",1
"1.52","2.54",5
"1.52","1.28",1
"1.52","0.91",2
"1.53","2.1",4
"1.52","0.87",1
"1.52","1.62",3
"1.52","1.26",4
"1.52","1.74",3
"1.52","1.41",4
"1.52","0.82",1
"1.52","1.47",4
"1.52","1.43",1
"1.51","1.12",1
"1.52","1.26",2
"1.52","1.33",1
"1.52","1.27",1
"1.52","1.24",1
"1.52","0.83",2
"1.52","1.33",1
"1.52","1.56",6
"1.52","1.54",4
"1.53","0.67",4
"1.52","1.49",1
"1.52","1.21",1
"1.52","1.36",4
"1.52","1.87",5
"1.52","1.19",1
"1.52","0.9",1
"1.52","1.19",3
"1.52","2.42",5
"1.52","0.9",1
"1.52","1.8",5
"1.52","1.63",4
"1.52","1.45",4
"1.52","1.19",4
"1.52","1.36",1
"1.52","1.53",4
"1.52","1.31",5
"1.52","1.99",5
"1.52","1.99",5
"1.51","3.04",6
"1.52","1.79",4
"1.52","2.34",5
"1.52","1.23",1
"1.52","1.65",6
"1.52","0.83",4
"1.52","2.27",5
"1.52","1.18",1
"1.52","1.94",5
"1.52","1.31",2
"1.52","1.23",5
"1.52","1.67",4
"1.52","2.22",5
"1.52","0.56",4
"1.52","1.29",1
"1.52","1.23",4
"1.52","1.4",1
"1.52","1.17",4
"1.53","0.66",4
"1.52","1.51",6
"1.52","1.27",1
"1.52","1.19",5
"1.52","2.88",5
"1.52","1.1",1
"1.52","1.31",1
"1.52","1.54",4
"1.52","1.54",4
"1.52","2.02",5
"1.52","1.3",1
"1.52","1.58",6
"1.52","1.05",1
"1.52","1.17",1
"1.52","1.57",4
"1.52","0.72",1
"1.52","1.55",4
"1.52","1.16",1
"1.52","1.32",1
"1.52","1.32",1
"1.52","1.83",6
"1.52","1.57",4
"1.52","1.56",4
"1.52","1.81",4
"1.52","1.43",4
"1.52","1.74",4
"1.52","1.18",4
"1.51","1.81",5
"1.52","0.78",1
"1.53","1.36",4
"1.52","1.25",4
"1.52","1.28",2
"1.52","1.35",1
"1.52","2.25",5
"1.52","1.86",6
"1.52","0.29",1
"1.52","1.32",4
"1.53","0.77",4
"1.52","0.88",1
"1.52","2.38",5
"1.51","3.02",6
"1.53","0.75",4
"1.52","0.47",1
"1.52","1.14",1
"1.52","1.24",4
"1.52","1.25",4
"1.52","2.51",5
"1.52","1.26",4
"1.52","1.58",4
"1.53","0.71",1
"1.52","1.82",5
"1.52","1.37",1
"1.52","1.79",5
"1.52","0.89",1
"1.52","1.29",1
"1.52","1.56",6
"1.52","0.56",3
"1.52","1.48",4
"1.52","1.52",4
"1.52","1.63",2
"1.52","1",4
"1.52","1.34",1
"1.52","2.08",5
"1.52","1.29",1
"1.52","1.19",1
"1.52","1.38",2
"1.52","1.4",6
"1.52","1.35",1
"1.52","1.29",1
"1.52","1.56",3
"1.52","2.66",5
"1.52","2.09",3
"1.52","1.06",4
"1.52","1.51",4
"1.52","1.43",4
"1.52","1.87",4
"1.52","1.62",4
"1.52","1.61",4
"1.52","1.18",1
"1.52","1.52",2
"1.52","1.23",1
"1.52","1.43",4
"1.52","1.15",1
"1.52","2.79",5
"1.52","1.54",1
"1.52","1.23",1
"1.52","1.22",2
"1.52","2.12",4
"1.52","1.25",4
"1.52","1.71",4
"1.52","1.66",3
